station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
SBA,2025-07-08 23:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,80.00,4.00,0.00,30.01,1016.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 090653Z AUTO 08004KT 10SM CLR 17/14 A3001 RMK AO2 SLP161 T01670144 $,null
SBA,2025-07-09 00:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,60.00,5.00,0.00,30.01,1016.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 090753Z AUTO 06005KT 10SM CLR 16/14 A3001 RMK AO2 SLP162 T01560139 402220128 $,null
SBA,2025-07-09 01:53,-119.8436,34.4261,3.00,60.00,56.00,86.62,40.00,3.00,0.00,29.99,1015.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 090853Z AUTO 04003KT 10SM CLR 16/13 A2999 RMK AO2 SLP156 T01560133 58008 $,null
SBA,2025-07-09 02:53,-119.8436,34.4261,3.00,57.00,54.00,89.68,290.00,3.00,0.00,29.99,1015.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 090953Z AUTO 29003KT 10SM CLR 14/12 A2999 RMK AO2 SLP155 T01390122 $,null
SBA,2025-07-09 03:53,-119.8436,34.4261,3.00,56.00,54.00,92.98,0.00,0.00,0.00,30.00,1015.70,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 091053Z AUTO 00000KT 10SM CLR 13/12 A3000 RMK AO2 SLP157 T01330122 $,null
SBA,2025-07-09 04:53,-119.8436,34.4261,3.00,56.00,54.00,92.98,0.00,0.00,0.00,30.00,1015.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 091153Z AUTO 00000KT 10SM CLR 13/12 A3000 RMK AO2 SLP159 T01330122 10172 20128 53003 $,null
SBA,2025-07-09 05:53,-119.8436,34.4261,3.00,54.00,52.00,92.92,270.00,4.00,0.00,30.02,1016.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54.00,KSBA 091253Z AUTO 27004KT 10SM CLR 12/11 A3002 RMK AO2 SLP164 T01220111 $,null
SBA,2025-07-09 06:53,-119.8436,34.4261,3.00,58.00,55.00,89.73,300.00,3.00,0.00,30.02,1016.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,58.00,KSBA 091353Z 30003KT 10SM CLR 14/13 A3002 RMK AO2 SLP166 T01440128 $,null
SBA,2025-07-09 07:53,-119.8436,34.4261,3.00,64.00,58.00,80.85,0.00,0.00,0.00,30.03,1016.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 091453Z 00000KT 10SM CLR 18/14 A3003 RMK AO2 SLP169 T01780144 51010 $,null
SBA,2025-07-09 08:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,150.00,5.00,0.00,30.04,1017.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 091553Z 15005KT 10SM CLR 18/14 A3004 RMK AO2 SLP173 T01830144 $,null
SBA,2025-07-09 09:53,-119.8436,34.4261,3.00,66.00,57.00,72.74,160.00,8.00,0.00,30.05,1017.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 091653Z 16008KT 10SM CLR 19/14 A3005 RMK AO2 SLP174 T01890139 $,null
SBA,2025-07-09 10:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,null,5.00,0.00,30.04,1017.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 091753Z VRB05KT 10SM CLR 19/14 A3004 RMK AO2 SLP173 T01940144 10194 20122 50004 $,null
SBA,2025-07-09 11:53,-119.8436,34.4261,3.00,70.00,59.00,68.12,220.00,5.00,0.00,30.03,1016.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 091853Z 22005KT 10SM CLR 21/15 A3003 RMK AO2 SLP169 T02110150 $,null
SBA,2025-07-09 12:53,-119.8436,34.4261,3.00,72.00,59.00,63.65,220.00,6.00,0.00,30.03,1016.90,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72.00,KSBA 091953Z 22006KT 10SM CLR 22/15 A3003 RMK AO2 SLP169 T02220150 $,null
SBA,2025-07-09 13:53,-119.8436,34.4261,3.00,74.00,58.00,57.42,220.00,7.00,0.00,30.01,1016.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KSBA 092053Z 22007KT 10SM CLR 23/14 A3001 RMK AO2 SLP162 T02330144 58011 $,null
SBA,2025-07-09 14:53,-119.8436,34.4261,3.00,74.00,56.00,53.42,250.00,7.00,0.00,29.99,1015.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,74.00,KSBA 092153Z 25007KT 10SM CLR 23/13 A2999 RMK AO2 SLP154 T02330133 $,null
SBA,2025-07-09 15:53,-119.8436,34.4261,3.00,68.00,58.00,70.38,160.00,8.00,0.00,29.98,1015.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 092253Z 16008KT 10SM CLR 20/14 A2998 RMK AO2 SLP151 T02000144 $,null
SBA,2025-07-09 16:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,150.00,4.00,0.00,29.95,1014.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 092353Z 15004KT 10SM CLR 19/14 A2995 RMK AO2 SLP141 T01940144 10239 20189 58021 $,null
SBA,2025-07-09 17:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,140.00,6.00,0.00,29.92,1013.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 100053Z 14006KT 10SM CLR 19/14 A2992 RMK AO2 SLP131 T01940144 $,null
SBA,2025-07-09 18:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,140.00,8.00,0.00,29.93,1013.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 100153Z 14008KT 10SM CLR 19/14 A2993 RMK AO2 SLP134 T01890144 $,null
SBA,2025-07-09 19:53,-119.8436,34.4261,3.00,64.00,58.00,80.85,120.00,4.00,0.00,29.93,1013.40,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 100253Z 12004KT 9SM CLR 18/14 A2993 RMK AO2 SLP134 T01780144 56007 $,null
SBA,2025-07-09 20:53,-119.8436,34.4261,3.00,64.00,58.00,80.85,120.00,4.00,0.00,29.93,1013.60,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,64.00,KSBA 100353Z 12004KT 10SM CLR 18/14 A2993 RMK AO2 SLP136 T01780144 $,null
SBA,2025-07-09 21:53,-119.8436,34.4261,3.00,63.00,58.00,83.73,120.00,5.00,0.00,29.93,1013.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 100453Z 12005KT 9SM CLR 17/14 A2993 RMK AO2 SLP136 T01720144 $,null
SBA,2025-07-09 22:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,100.00,4.00,0.00,29.93,1013.50,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 100553Z AUTO 10004KT 8SM CLR 17/14 A2993 RMK AO2 SLP135 T01670144 10200 20167 50001 $,null
SBA,2025-07-09 23:53,-119.8436,34.4261,3.00,61.00,57.00,86.68,0.00,0.00,0.00,29.91,1012.90,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 100653Z AUTO 00000KT 9SM CLR 16/14 A2991 RMK AO2 SLP129 T01610139 $,null
SBA,2025-07-10 00:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,0.00,0.00,0.00,29.91,1012.90,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 100753Z AUTO 00000KT 9SM CLR 15/13 A2991 RMK AO2 SLP129 T01500133 402390122 $,null
SBA,2025-07-10 01:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,20.00,4.00,0.00,29.90,1012.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 100853Z AUTO 02004KT 9SM CLR 15/13 A2990 RMK AO2 SLP126 T01500133 56008 $,null
SBA,2025-07-10 02:53,-119.8436,34.4261,3.00,57.00,55.00,93.01,0.00,0.00,0.00,29.90,1012.50,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 100953Z AUTO 00000KT 9SM CLR 14/13 A2990 RMK AO2 SLP125 T01390128 $,null
SBA,2025-07-10 03:53,-119.8436,34.4261,3.00,56.00,54.00,92.98,20.00,3.00,0.00,29.90,1012.30,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56.00,KSBA 101053Z AUTO 02003KT 9SM CLR 13/12 A2990 RMK AO2 SLP123 T01330122 $,null
SBA,2025-07-10 04:53,-119.8436,34.4261,3.00,57.00,54.00,89.68,0.00,0.00,0.00,29.91,1012.60,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,57.00,KSBA 101153Z AUTO 00000KT 9SM CLR 14/12 A2991 RMK AO2 SLP126 T01390122 10167 20133 53000 $,null
SBA,2025-07-10 05:53,-119.8436,34.4261,3.00,55.00,54.00,96.42,0.00,0.00,0.00,29.91,1012.90,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55.00,KSBA 101253Z AUTO 00000KT 8SM CLR 13/12 A2991 RMK AO2 SLP129 T01280122 $,null
SBA,2025-07-10 06:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,40.00,3.00,0.00,29.91,1012.90,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 101353Z 04003KT 8SM CLR 15/13 A2991 RMK AO2 SLP129 T01500133 $,null
SBA,2025-07-10 07:53,-119.8436,34.4261,3.00,63.00,58.00,83.73,0.00,0.00,0.00,29.93,1013.30,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 101453Z 00000KT 8SM CLR 17/14 A2993 RMK AO2 SLP133 T01720144 53007 $,null
SBA,2025-07-10 08:53,-119.8436,34.4261,3.00,66.00,60.00,81.00,160.00,5.00,0.00,29.93,1013.40,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 101553Z 16005KT 8SM CLR 19/16 A2993 RMK AO2 SLP134 T01890156 $,null
SBA,2025-07-10 09:53,-119.8436,34.4261,3.00,68.00,59.00,72.95,130.00,7.00,0.00,29.93,1013.40,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 101653Z 13007KT 8SM CLR 20/15 A2993 RMK AO2 SLP134 T02000150 $,null
SBA,2025-07-10 10:53,-119.8436,34.4261,3.00,67.00,59.00,75.50,150.00,7.00,0.00,29.93,1013.50,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 101753Z 15007KT 10SM CLR 19/15 A2993 RMK AO2 SLP135 T01940150 10200 20122 52001 $,null
SBA,2025-07-10 11:53,-119.8436,34.4261,3.00,70.00,59.00,68.12,160.00,7.00,0.00,29.92,1013.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,70.00,KSBA 101853Z 16007KT 10SM CLR 21/15 A2992 RMK AO2 SLP133 T02110150 $,null
SBA,2025-07-10 12:53,-119.8436,34.4261,3.00,73.00,60.00,63.78,210.00,6.00,0.00,29.92,1013.00,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KSBA 101953Z 21006KT 10SM CLR 23/16 A2992 RMK AO2 SLP130 T02280156 $,null
SBA,2025-07-10 13:53,-119.8436,34.4261,3.00,75.00,58.00,55.53,140.00,6.00,0.00,29.91,1012.80,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,75.00,KSBA 102053Z 14006KT 10SM CLR 24/14 A2991 RMK AO2 SLP128 T02390144 57007 $,null
SBA,2025-07-10 14:53,-119.8436,34.4261,3.00,73.00,57.00,57.28,150.00,5.00,0.00,29.89,1012.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KSBA 102153Z 15005KT 10SM CLR 23/14 A2989 RMK AO2 SLP123 T02280139 $,null
SBA,2025-07-10 15:53,-119.8436,34.4261,3.00,73.00,58.00,59.38,null,5.00,0.00,29.89,1012.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KSBA 102253Z VRB05KT 10SM CLR 23/14 A2989 RMK AO2 SLP121 T02280144 $,null
SBA,2025-07-10 16:53,-119.8436,34.4261,3.00,73.00,57.00,57.28,140.00,5.00,0.00,29.87,1011.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73.00,KSBA 102353Z 14005KT 10SM CLR 23/14 A2987 RMK AO2 SLP114 T02280139 10244 20194 58014 $,null
SBA,2025-07-10 17:53,-119.8436,34.4261,3.00,67.00,59.00,75.50,150.00,6.00,0.00,29.86,1011.20,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 110053Z 15006KT 10SM CLR 19/15 A2986 RMK AO2 SLP112 T01940150 $,null
SBA,2025-07-10 18:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,150.00,6.00,0.00,29.86,1011.20,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 110153Z 15006KT 9SM CLR 18/14 A2986 RMK AO2 SLP112 T01830144 $,null
SBA,2025-07-10 19:53,-119.8436,34.4261,3.00,63.00,58.00,83.73,130.00,5.00,0.00,29.86,1010.90,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 110253Z 13005KT 9SM CLR 17/14 A2986 RMK AO2 SLP109 T01720144 58005 $,null
SBA,2025-07-10 20:53,-119.8436,34.4261,3.00,62.00,57.00,83.67,130.00,6.00,0.00,29.85,1010.70,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 110353Z 13006KT 9SM CLR 17/14 A2985 RMK AO2 SLP107 T01670139 $,null
SBA,2025-07-10 21:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,90.00,4.00,0.00,29.87,1011.50,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 110453Z 09004KT 9SM CLR 17/14 A2987 RMK AO2 SLP115 T01670144 $,null
SBA,2025-07-10 22:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,90.00,4.00,0.00,29.87,1011.30,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 110553Z AUTO 09004KT 8SM CLR 17/14 A2987 RMK AO2 SLP113 T01670144 10228 20167 53004 $,null
SBA,2025-07-10 23:53,-119.8436,34.4261,3.00,61.00,58.00,89.85,90.00,3.00,0.00,29.87,1011.40,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 110653Z AUTO 09003KT 8SM CLR 16/14 A2987 RMK AO2 SLP114 T01610144 $,null
SBA,2025-07-11 00:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,90.00,3.00,0.00,29.87,1011.30,8.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 110753Z AUTO 09003KT 8SM CLR 16/14 A2987 RMK AO2 SLP113 T01560139 402440122 $,null
SBA,2025-07-11 01:53,-119.8436,34.4261,3.00,59.00,56.00,89.77,20.00,3.00,0.00,29.86,1011.20,9.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 110853Z AUTO 02003KT 9SM CLR 15/13 A2986 RMK AO2 SLP112 T01500133 58001 $,null
SBA,2025-07-11 02:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,60.00,5.00,0.00,29.87,1011.50,7.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 110953Z AUTO 06005KT 7SM CLR 15/14 A2987 RMK AO2 SLP115 T01500139 $,null
SBA,2025-07-11 03:45,-119.8436,34.4261,3.00,59.00,57.00,93.07,80.00,5.00,0.00,29.88,null,7.00,null,FEW,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 111045Z AUTO 08005KT 7SM FEW005 15/14 A2988 RMK AO2 T01500139 $,null
SBA,2025-07-11 03:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,70.00,6.00,0.00,29.88,1011.80,7.00,null,FEW,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 111053Z AUTO 07006KT 7SM FEW005 16/14 A2988 RMK AO2 SLP118 T01560139 $,null
SBA,2025-07-11 04:19,-119.8436,34.4261,3.00,60.00,58.00,93.10,100.00,6.00,0.00,29.89,null,7.00,null,BKN,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 111119Z AUTO 10006KT 7SM BKN007 16/14 A2989 RMK AO2 T01560144 $,null
SBA,2025-07-11 04:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,100.00,7.00,0.00,29.89,1012.20,9.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 111153Z AUTO 10007KT 9SM OVC006 16/14 A2989 RMK AO2 SLP122 T01560139 10167 20139 53010 $,null
SBA,2025-07-11 05:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,90.00,8.00,0.00,29.92,1013.00,9.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 111253Z AUTO 09008KT 9SM OVC005 15/14 A2992 RMK AO2 SLP130 T01500139 $,null
SBA,2025-07-11 06:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,130.00,8.00,0.00,29.93,1013.60,7.00,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 111353Z 13008KT 7SM OVC004 15/14 A2993 RMK AO2 SLP136 T01500139 $,null
SBA,2025-07-11 07:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,130.00,5.00,0.00,29.94,1013.90,7.00,null,OVC,null,null,null,400.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 111453Z 13005KT 7SM OVC004 15/14 A2994 RMK AO2 SLP139 T01500139 51017 $,null
SBA,2025-07-11 08:53,-119.8436,34.4261,3.00,58.00,56.00,93.04,200.00,4.00,0.00,29.96,1014.50,6.00,null,OVC,null,null,null,300.00,null,null,null,BR,null,null,null,null,null,null,58.00,KSBA 111553Z 20004KT 6SM BR OVC003 14/13 A2996 RMK AO2 SLP145 T01440133 $,null
SBA,2025-07-11 09:53,-119.8436,34.4261,3.00,60.00,56.00,86.62,140.00,6.00,0.00,29.96,1014.40,10.00,null,OVC,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 111653Z 14006KT 10SM OVC006 16/13 A2996 RMK AO2 CIG 004V008 SLP144 T01560133 $,null
SBA,2025-07-11 10:53,-119.8436,34.4261,3.00,63.00,57.00,80.77,180.00,6.00,0.00,29.96,1014.40,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,63.00,KSBA 111753Z 18006KT 10SM OVC009 17/14 A2996 RMK AO2 SLP144 T01720139 10178 20144 51005 $,null
SBA,2025-07-11 11:15,-119.8436,34.4261,3.00,65.00,58.00,78.08,150.00,7.00,0.00,29.96,null,10.00,null,SCT,BKN,null,null,600.00,1000.00,null,null,null,null,null,null,null,null,null,65.00,KSBA 111815Z 15007KT 10SM SCT006 BKN010 18/14 A2996 RMK AO2 T01830144 $,null
SBA,2025-07-11 11:39,-119.8436,34.4261,3.00,65.00,58.00,78.08,150.00,8.00,0.00,29.96,null,10.00,null,SCT,SCT,null,null,600.00,1200.00,null,null,null,null,null,null,null,null,null,65.00,KSBA 111839Z 15008KT 10SM SCT006 SCT012 18/14 A2996 RMK AO2 FG BNK ALONG SHORE E-W T01830144 $,null
SBA,2025-07-11 11:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,180.00,7.00,0.00,29.96,1014.30,10.00,null,SCT,SCT,null,null,600.00,1200.00,null,null,null,null,null,null,null,null,null,65.00,KSBA 111853Z 18007KT 10SM SCT006 SCT012 18/14 A2996 RMK AO2 SLP143 FG BNK ALONG SHORE E-W T01830144 $,null
SBA,2025-07-11 12:48,-119.8436,34.4261,3.00,66.20,57.20,72.76,140.00,8.00,0.00,29.96,null,10.00,null,BKN,null,null,null,1000.00,null,null,null,null,null,null,null,null,null,null,66.20,KSBA 111948Z 14008KT 10SM BKN010 19/14 A2996 RMK AO2 CIG 008V013 $,null
SBA,2025-07-11 12:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,160.00,8.00,0.00,29.96,1014.60,10.00,null,BKN,null,null,null,1000.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 111953Z 16008KT 10SM BKN010 19/14 A2996 RMK AO2 CIG 008V013 SLP146 T01890144 $,null
SBA,2025-07-11 13:53,-119.8436,34.4261,3.00,66.00,58.00,75.41,190.00,6.00,0.00,29.95,1014.20,10.00,null,BKN,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,66.00,KSBA 112053Z 19006KT 10SM BKN011 19/14 A2995 RMK AO2 SLP142 T01890144 58001 $,null
SBA,2025-07-11 14:21,-119.8436,34.4261,3.00,67.00,59.00,75.50,240.00,7.00,0.00,29.95,null,10.00,null,SCT,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 112121Z 24007KT 10SM SCT011 19/15 A2995 RMK AO2 FG BNK SHRLNE E-W T01940150,null
SBA,2025-07-11 14:53,-119.8436,34.4261,3.00,68.00,58.00,70.38,240.00,7.00,0.00,29.95,1014.10,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,68.00,KSBA 112153Z 24007KT 10SM CLR 20/14 A2995 RMK AO2 SLP141 FG BNK SHRLNE E-W T02000144,null
SBA,2025-07-11 15:53,-119.8436,34.4261,3.00,69.00,59.00,70.49,230.00,8.00,0.00,29.93,1013.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.00,KSBA 112253Z 23008KT 10SM CLR 21/15 A2993 RMK AO2 SLP133 FG BNK SHORELINE E-W T02060150,null
SBA,2025-07-11 16:53,-119.8436,34.4261,3.00,67.00,58.00,72.85,280.00,6.00,0.00,29.93,1013.30,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,67.00,KSBA 112353Z 28006KT 10SM CLR 19/14 A2993 RMK AO2 SLP133 T01940144 10206 20172 56009,null
SBA,2025-07-11 17:53,-119.8436,34.4261,3.00,65.00,58.00,78.08,null,5.00,0.00,29.93,1013.40,10.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,65.00,KSBA 120053Z VRB05KT 10SM CLR 18/14 A2993 RMK AO2 SLP134 FG BNK ALONG SHORELINE E-W T01830144,null
SBA,2025-07-11 18:53,-119.8436,34.4261,3.00,62.00,58.00,86.73,240.00,6.00,0.00,29.92,1013.30,8.00,null,SCT,null,null,null,600.00,null,null,null,null,null,null,null,null,null,null,62.00,KSBA 120153Z 24006KT 8SM SCT006 17/14 A2992 RMK AO2 SLP133 T01670144,null
SBA,2025-07-11 19:28,-119.8436,34.4261,3.00,61.00,57.00,86.68,270.00,7.00,0.00,29.93,null,8.00,null,BKN,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,61.00,KSBA 120228Z 27007KT 8SM BKN005 16/14 A2993 RMK AO2 T01610139,null
SBA,2025-07-11 19:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,250.00,6.00,0.00,29.93,1013.50,8.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120253Z 25006KT 8SM OVC005 16/14 A2993 RMK AO2 SLP135 T01560139 53001,null
SBA,2025-07-11 20:53,-119.8436,34.4261,3.00,59.00,57.00,93.07,260.00,4.00,0.00,29.94,1013.70,8.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,59.00,KSBA 120353Z 26004KT 8SM OVC003 15/14 A2994 RMK AO2 SLP137 T01500139,null
SBA,2025-07-11 21:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,0.00,0.00,0.00,29.95,1014.00,8.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120453Z 00000KT 8SM OVC003 16/14 A2995 RMK AO2 SLP140 T01560139,null
SBA,2025-07-11 22:53,-119.8436,34.4261,3.00,60.00,57.00,89.81,250.00,3.00,0.00,29.95,1014.00,8.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120553Z 25003KT 8SM OVC003 16/14 A2995 RMK AO2 SLP140 T01560139 10194 20150 51006,null
SBA,2025-07-11 23:00,-119.8436,34.4261,3.00,60.00,57.00,89.81,0.00,0.00,0.00,29.95,null,8.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120600Z AUTO 00000KT 8SM OVC005 16/14 A2995 RMK AO2 T01560139,null
SBA,2025-07-11 23:53,-119.8436,34.4261,3.00,60.00,58.00,93.10,0.00,0.00,0.00,29.96,1014.40,6.00,null,OVC,null,null,null,400.00,null,null,null,BR,null,null,null,null,null,null,60.00,KSBA 120653Z AUTO 00000KT 6SM BR OVC004 16/14 A2996 RMK AO2 SLP144 T01560144,null
SBA,2025-07-12 00:33,-119.8436,34.4261,3.00,60.00,58.00,93.10,0.00,0.00,0.00,29.95,null,7.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120733Z AUTO 00000KT 7SM OVC005 16/14 A2995 RMK AO2 T01560144,null
SBA,2025-07-12 00:53,-119.8436,34.4261,3.00,60.00,58.00,93.10,260.00,3.00,0.00,29.95,1014.20,7.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,60.00,KSBA 120753Z AUTO 26003KT 7SM OVC005 16/14 A2995 RMK AO2 SLP142 T01560144 402060139,null
SBA,2025-07-12 01:21,-119.8436,34.4261,3.00,59.00,58.00,96.48,0.00,0.00,0.00,29.95,null,5.00,null,OVC,null,null,null,400.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 120821Z AUTO 00000KT 5SM BR OVC004 15/14 A2995 RMK AO2 T01500144,null
SBA,2025-07-12 01:53,-119.8436,34.4261,3.00,59.00,58.00,96.48,0.00,0.00,0.00,29.95,1014.10,4.00,null,OVC,null,null,null,300.00,null,null,null,BR,null,null,null,null,null,null,59.00,KSBA 120853Z AUTO 00000KT 4SM BR OVC003 15/14 A2995 RMK AO2 SLP141 T01500144 50001,null
